Date,^GSPC,Rate
1962-09-23,57.69,-2.04
1962-09-30,56.27,-2.46
1962-10-07,57.07,1.42
1962-10-14,56.95,-0.21
1962-10-21,55.59,-2.39
1962-10-28,54.54,-1.89
1962-11-04,57.75,5.89
1962-11-11,58.78,1.78
1962-11-18,60.16,2.35
1962-11-25,61.54,2.29
1962-12-02,62.26,1.17
1962-12-09,63.06,1.28
1962-12-16,62.57,-0.78
1962-12-23,62.64,0.11
1962-12-30,62.96,0.51
1963-01-06,64.13,1.86
1963-01-13,64.85,1.12
1963-01-20,65.18,0.51
1963-01-27,65.92,1.14
1963-02-03,66.31,0.59
1963-02-10,66.17,-0.21
1963-02-17,66.41,0.36
1963-02-24,65.92,-0.74
1963-03-03,64.1,-2.76
1963-03-10,65.33,1.92
1963-03-17,65.93,0.92
1963-03-24,66.19,0.39
1963-03-31,66.57,0.57
1963-04-07,68.28,2.57
1963-04-14,68.77,0.72
1963-04-21,69.23,0.67
1963-04-28,69.7,0.68
1963-05-05,70.03,0.47
1963-05-12,70.52,0.7
1963-05-19,70.29,-0.33
1963-05-26,70.02,-0.38
1963-06-02,70.8,1.11
1963-06-09,70.41,-0.55
1963-06-16,70.25,-0.23
1963-06-23,70.25,0.0
1963-06-30,69.37,-1.25
1963-07-07,70.22,1.23
1963-07-14,69.64,-0.83
1963-07-21,68.35,-1.85
1963-07-28,68.54,0.28
1963-08-04,69.3,1.11
1963-08-11,70.48,1.7
1963-08-18,71.49,1.43
1963-08-25,71.76,0.38
1963-09-01,72.5,1.03
1963-09-08,72.84,0.47
1963-09-15,73.17,0.45
1963-09-22,73.3,0.18
1963-09-29,72.13,-1.6
1963-10-06,72.85,1.0
1963-10-13,72.27,-0.8
1963-10-20,73.32,1.45
1963-10-27,74.01,0.94
1963-11-03,73.83,-0.24
1963-11-10,73.36,-0.64
1963-11-17,72.35,-1.38
1963-11-24,69.61,-3.79
1963-12-01,73.23,5.2
1963-12-08,74.0,1.05
1963-12-15,74.06,0.08
1963-12-22,74.28,0.3
1963-12-29,74.44,0.22
1964-01-05,75.5,1.42
1964-01-12,76.24,0.98
1964-01-19,76.56,0.42
1964-01-26,77.11,0.72
1964-02-02,77.04,-0.09
1964-02-09,77.18,0.18
1964-02-16,77.48,0.39
1964-02-23,77.62,0.18
1964-03-01,77.8,0.23
1964-03-08,78.31,0.66
1964-03-15,79.14,1.06
1964-03-22,78.92,-0.28
1964-03-29,79.19,0.34
1964-04-05,79.94,0.95
1964-04-12,79.85,-0.11
1964-04-19,80.55,0.88
1964-04-26,79.75,-0.99
1964-05-03,80.17,0.53
1964-05-10,81.0,1.04
1964-05-17,81.1,0.12
1964-05-24,80.73,-0.46
1964-05-31,80.37,-0.45
1964-06-07,79.02,-1.68
1964-06-14,79.6,0.73
1964-06-21,80.89,1.62
1964-06-28,81.46,0.7
1964-07-05,82.6,1.4
1964-07-12,83.36,0.92
1964-07-19,84.01,0.78
1964-07-26,83.46,-0.65
1964-08-02,83.18,-0.34
1964-08-09,81.86,-1.59
1964-08-16,82.35,0.6
1964-08-23,82.07,-0.34
1964-08-30,81.99,-0.1
1964-09-06,82.76,0.94
1964-09-13,83.45,0.83
1964-09-20,83.48,0.04
1964-09-27,84.21,0.87
1964-10-04,84.36,0.18
1964-10-11,85.22,1.02
1964-10-18,84.83,-0.46
1964-10-25,85.14,0.37
1964-11-01,84.86,-0.33
1964-11-08,85.23,0.44
1964-11-15,85.21,-0.02
1964-11-22,86.28,1.26
1964-11-29,85.16,-1.3
1964-12-06,84.35,-0.95
1964-12-13,83.66,-0.82
1964-12-20,84.29,0.75
1964-12-27,84.15,-0.17
1965-01-03,84.75,0.71
1965-01-10,85.37,0.73
1965-01-17,86.21,0.98
1965-01-24,86.74,0.61
1965-01-31,87.56,0.95
1965-02-07,87.29,-0.31
1965-02-14,86.17,-1.28
1965-02-21,86.21,0.05
1965-02-28,87.43,1.42
1965-03-07,86.8,-0.72
1965-03-14,87.21,0.47
1965-03-21,86.84,-0.42
1965-03-28,86.2,-0.74
1965-04-04,86.53,0.38
1965-04-11,87.56,1.19
1965-04-18,88.15,0.67
1965-04-25,88.88,0.83
1965-05-02,89.11,0.26
1965-05-09,89.85,0.83
1965-05-16,90.1,0.28
1965-05-23,88.75,-1.5
1965-05-30,88.42,-0.37
1965-06-06,87.11,-1.48
1965-06-13,85.12,-2.28
1965-06-20,85.34,0.26
1965-06-27,83.06,-2.67
1965-07-04,85.16,2.53
1965-07-11,85.71,0.65
1965-07-18,85.69,-0.02
1965-07-25,84.07,-1.89
1965-08-01,85.25,1.4
1965-08-08,86.07,0.96
1965-08-15,86.77,0.81
1965-08-22,86.69,-0.09
1965-08-29,87.2,0.59
1965-09-05,88.06,0.99
1965-09-12,89.12,1.2
1965-09-19,90.05,1.04
1965-09-26,90.02,-0.03
1965-10-03,89.9,-0.13
1965-10-10,90.85,1.06
1965-10-17,91.38,0.58
1965-10-24,91.98,0.66
1965-10-31,92.42,0.48
1965-11-07,92.37,-0.05
1965-11-14,92.55,0.19
1965-11-21,92.24,-0.33
1965-11-28,92.03,-0.23
1965-12-05,91.27,-0.83
1965-12-12,91.8,0.58
1965-12-19,92.08,0.31
1965-12-26,92.19,0.12
1966-01-02,92.43,0.26
1966-01-09,93.14,0.77
1966-01-16,93.5,0.39
1966-01-23,93.47,-0.03
1966-01-30,93.31,-0.17
1966-02-06,93.26,-0.05
1966-02-13,93.81,0.59
1966-02-20,92.41,-1.49
1966-02-27,91.14,-1.37
1966-03-06,89.24,-2.08
1966-03-13,88.85,-0.44
1966-03-20,88.53,-0.36
1966-03-27,89.54,1.14
1966-04-03,89.94,0.45
1966-04-10,91.76,2.02
1966-04-17,91.99,0.25
1966-04-24,92.27,0.3
1966-05-01,91.06,-1.31
1966-05-08,87.84,-3.54
1966-05-15,85.47,-2.7
1966-05-22,85.43,-0.05
1966-05-29,87.33,2.22
1966-06-05,86.06,-1.45
1966-06-12,86.44,0.44
1966-06-19,86.51,0.08
1966-06-26,86.58,0.08
1966-07-03,85.61,-1.12
1966-07-10,87.61,2.34
1966-07-17,87.08,-0.6
1966-07-24,85.41,-1.92
1966-07-31,83.6,-2.12
1966-08-07,84.0,0.48
1966-08-14,83.17,-0.99
1966-08-21,79.62,-4.27
1966-08-28,76.41,-4.03
1966-09-04,77.42,1.32
1966-09-11,76.29,-1.46
1966-09-18,79.99,4.85
1966-09-25,77.67,-2.9
1966-10-02,76.56,-1.43
1966-10-09,73.2,-4.39
1966-10-16,76.6,4.64
1966-10-23,78.19,2.08
1966-10-30,80.24,2.62
1966-11-06,80.81,0.71
1966-11-13,81.94,1.4
1966-11-20,81.26,-0.83
1966-11-27,80.85,-0.5
1966-12-04,80.13,-0.89
1966-12-11,82.14,2.51
1966-12-18,81.58,-0.68
1966-12-25,81.47,-0.13
1967-01-01,80.33,-1.4
1967-01-08,82.18,2.3
1967-01-15,84.53,2.86
1967-01-22,86.07,1.82
1967-01-29,86.16,0.1
1967-02-05,87.36,1.39
1967-02-12,87.63,0.31
1967-02-19,87.89,0.3
1967-02-26,87.41,-0.55
1967-03-05,88.29,1.01
1967-03-12,88.89,0.68
1967-03-19,90.25,1.53
1967-03-26,90.94,0.76
1967-04-02,90.2,-0.81
1967-04-09,89.36,-0.93
1967-04-16,90.43,1.2
1967-04-23,92.3,2.07
1967-04-30,94.01,1.85
1967-05-07,94.44,0.46
1967-05-14,93.48,-1.02
1967-05-21,92.07,-1.51
1967-05-28,90.98,-1.18
1967-06-04,89.79,-1.31
1967-06-11,91.56,1.97
1967-06-18,92.54,1.07
1967-06-25,92.0,-0.58
1967-07-02,90.64,-1.48
1967-07-09,91.69,1.16
1967-07-16,92.74,1.15
1967-07-23,94.04,1.4
1967-07-30,94.49,0.48
1967-08-06,95.83,1.42
1967-08-13,95.15,-0.71
1967-08-20,94.78,-0.39
1967-08-27,92.7,-2.19
1967-09-03,93.68,1.06
1967-09-10,94.36,0.73
1967-09-17,96.27,2.02
1967-09-24,97.0,0.76
1967-10-01,96.71,-0.3
1967-10-08,97.26,0.57
1967-10-15,96.0,-1.3
1967-10-22,95.38,-0.65
1967-10-29,94.96,-0.44
1967-11-05,91.78,-3.35
1967-11-12,92.21,0.47
1967-11-19,92.82,0.66
1967-11-26,93.9,1.16
1967-12-03,94.5,0.64
1967-12-10,95.42,0.97
1967-12-17,95.03,-0.41
1967-12-24,95.2,0.18
1967-12-31,96.47,1.33
1968-01-07,95.94,-0.55
1968-01-14,96.72,0.81
1968-01-21,95.24,-1.53
1968-01-28,93.45,-1.88
1968-02-04,92.27,-1.26
1968-02-11,89.86,-2.61
1968-02-18,89.96,0.11
1968-02-25,90.89,1.03
1968-03-03,89.11,-1.96
1968-03-10,89.03,-0.09
1968-03-17,89.1,0.08
1968-03-24,88.42,-0.76
1968-03-31,90.2,2.01
1968-04-07,93.29,3.43
1968-04-14,96.53,3.47
1968-04-21,95.85,-0.7
1968-04-28,97.21,1.42
1968-05-05,98.66,1.49
1968-05-12,98.5,-0.16
1968-05-19,96.9,-1.62
1968-05-26,97.15,0.26
1968-06-02,98.68,1.57
1968-06-09,101.27,2.62
1968-06-16,101.13,-0.14
1968-06-23,100.66,-0.46
1968-06-30,99.58,-1.07
1968-07-07,100.91,1.34
1968-07-14,102.34,1.42
1968-07-21,100.46,-1.84
1968-07-28,98.34,-2.11
1968-08-04,96.63,-1.74
1968-08-11,97.01,0.39
1968-08-18,98.68,1.72
1968-08-25,98.69,0.01
1968-09-01,98.86,0.17
1968-09-08,101.2,2.37
1968-09-15,100.86,-0.34
1968-09-22,101.66,0.79
1968-09-29,102.31,0.64
1968-10-06,103.71,1.37
1968-10-13,103.18,-0.51
1968-10-20,104.82,1.59
1968-10-27,104.2,-0.59
1968-11-03,103.06,-1.09
1968-11-10,103.95,0.86
1968-11-17,105.78,1.76
1968-11-24,106.3,0.49
1968-12-01,108.37,1.95
1968-12-08,107.93,-0.41
1968-12-15,107.58,-0.32
1968-12-22,106.34,-1.15
1968-12-29,104.74,-1.5
1969-01-05,103.99,-0.72
1969-01-12,100.93,-2.94
1969-01-19,102.03,1.09
1969-01-26,102.38,0.34
1969-02-02,103.01,0.62
1969-02-09,103.53,0.5
1969-02-16,103.61,0.08
1969-02-23,99.79,-3.69
1969-03-02,98.13,-1.66
1969-03-09,98.65,0.53
1969-03-16,98.0,-0.66
1969-03-23,99.63,1.66
1969-03-30,101.51,1.89
1969-04-06,100.68,-0.82
1969-04-13,101.65,0.96
1969-04-20,101.24,-0.4
1969-04-27,101.72,0.47
1969-05-04,104.0,2.24
1969-05-11,105.05,1.01
1969-05-18,105.94,0.85
1969-05-25,104.59,-1.27
1969-06-01,103.46,-1.08
1969-06-08,102.12,-1.3
1969-06-15,98.65,-3.4
1969-06-22,96.67,-2.01
1969-06-29,97.33,0.68
1969-07-06,99.61,2.34
1969-07-13,95.77,-3.86
1969-07-20,94.95,-0.86
1969-07-27,92.06,-3.04
1969-08-03,93.47,1.53
1969-08-10,93.94,0.5
1969-08-17,94.0,0.06
1969-08-24,95.92,2.04
1969-08-31,95.51,-0.43
1969-09-07,93.64,-1.96
1969-09-14,94.13,0.52
1969-09-21,95.19,1.13
1969-09-28,94.16,-1.08
1969-10-05,93.19,-1.03
1969-10-12,93.56,0.4
1969-10-19,96.26,2.89
1969-10-26,98.12,1.93
1969-11-02,97.12,-1.02
1969-11-09,98.26,1.17
1969-11-16,97.07,-1.21
1969-11-23,94.32,-2.83
1969-11-30,93.81,-0.54
1969-12-07,91.73,-2.22
1969-12-14,90.81,-1.0
1969-12-21,91.38,0.63
1969-12-28,91.89,0.56
1970-01-04,93.0,1.21
1970-01-11,92.4,-0.65
1970-01-18,90.92,-1.6
1970-01-25,89.37,-1.7
1970-02-01,85.02,-4.87
1970-02-08,86.33,1.54
1970-02-15,86.54,0.24
1970-02-22,88.03,1.72
1970-03-01,89.5,1.67
1970-03-08,89.44,-0.07
1970-03-15,87.86,-1.77
1970-03-22,87.06,-0.91
1970-03-29,89.92,3.29
1970-04-05,89.39,-0.59
1970-04-12,88.24,-1.29
1970-04-19,85.67,-2.91
1970-04-26,82.77,-3.39
1970-05-03,81.44,-1.61
1970-05-10,79.44,-2.46
1970-05-17,76.9,-3.2
1970-05-24,72.25,-6.05
1970-05-31,76.55,5.95
1970-06-07,76.17,-0.5
1970-06-14,73.88,-3.01
1970-06-21,77.05,4.29
1970-06-28,73.47,-4.65
1970-07-05,72.92,-0.75
1970-07-12,74.45,2.1
1970-07-19,77.69,4.35
1970-07-26,77.82,0.17
1970-08-02,78.05,0.3
1970-08-09,77.28,-0.99
1970-08-16,75.18,-2.72
1970-08-23,79.24,5.4
1970-08-30,81.86,3.31
1970-09-06,82.83,1.18
1970-09-13,82.52,-0.37
1970-09-20,82.62,0.12
1970-09-27,82.83,0.25
1970-10-04,85.16,2.81
1970-10-11,85.08,-0.09
1970-10-18,84.28,-0.94
1970-10-25,83.77,-0.61
1970-11-01,83.25,-0.62
1970-11-08,84.22,1.17
1970-11-15,83.37,-1.01
1970-11-22,83.72,0.42
1970-11-29,85.93,2.64
1970-12-06,89.46,4.11
1970-12-13,90.26,0.89
1970-12-20,90.22,-0.04
1970-12-27,90.61,0.43
1971-01-03,92.15,1.7
1971-01-10,92.19,0.04
1971-01-17,93.03,0.91
1971-01-24,94.88,1.99
1971-01-31,95.88,1.05
1971-02-07,96.93,1.1
1971-02-14,98.43,1.55
1971-02-21,96.74,-1.72
1971-02-28,96.75,0.01
1971-03-07,98.96,2.28
1971-03-14,99.57,0.62
1971-03-21,101.01,1.45
1971-03-28,99.95,-1.05
1971-04-04,100.56,0.61
1971-04-11,102.1,1.53
1971-04-18,103.49,1.36
1971-04-25,104.05,0.54
1971-05-02,103.95,-0.1
1971-05-09,102.87,-1.04
1971-05-16,102.21,-0.64
1971-05-23,100.99,-1.19
1971-05-30,99.63,-1.35
1971-06-06,101.3,1.68
1971-06-13,101.07,-0.23
1971-06-20,98.97,-2.08
1971-06-27,97.99,-0.99
1971-07-04,99.78,1.83
1971-07-11,100.69,0.91
1971-07-18,99.11,-1.57
1971-07-25,98.94,-0.17
1971-08-01,95.58,-3.4
1971-08-08,94.25,-1.39
1971-08-15,95.69,1.53
1971-08-22,98.33,2.76
1971-08-29,100.48,2.19
1971-09-05,100.69,0.21
1971-09-12,100.42,-0.27
1971-09-19,99.96,-0.46
1971-09-26,98.15,-1.81
1971-10-03,98.93,0.79
1971-10-10,99.36,0.43
1971-10-17,97.79,-1.58
1971-10-24,95.57,-2.27
1971-10-31,94.23,-1.4
1971-11-07,94.46,0.24
1971-11-14,92.12,-2.48
1971-11-21,91.61,-0.55
1971-11-28,91.94,0.36
1971-12-05,97.06,5.57
1971-12-12,97.69,0.65
1971-12-19,100.26,2.63
1971-12-26,100.74,0.48
1972-01-02,102.09,1.34
1972-01-09,103.47,1.35
1972-01-16,103.39,-0.08
1972-01-23,103.65,0.25
1972-01-30,104.16,0.49
1972-02-06,104.86,0.67
1972-02-13,105.08,0.21
1972-02-20,105.28,0.19
1972-02-27,106.18,0.85
1972-03-05,107.94,1.66
1972-03-12,108.38,0.41
1972-03-19,107.92,-0.42
1972-03-26,107.52,-0.37
1972-04-02,107.2,-0.3
1972-04-09,109.62,2.26
1972-04-16,109.84,0.2
1972-04-23,108.89,-0.86
1972-04-30,107.67,-1.12
1972-05-07,106.63,-0.97
1972-05-14,106.38,-0.23
1972-05-21,108.98,2.44
1972-05-28,110.66,1.54
1972-06-04,109.73,-0.84
1972-06-11,106.86,-2.62
1972-06-18,108.36,1.4
1972-06-25,108.27,-0.08
1972-07-02,107.14,-1.04
1972-07-09,108.69,1.45
1972-07-16,106.8,-1.74
1972-07-23,106.66,-0.13
1972-07-30,107.38,0.68
1972-08-06,110.43,2.84
1972-08-13,111.95,1.38
1972-08-20,111.76,-0.17
1972-08-27,110.67,-0.98
1972-09-03,111.51,0.76
1972-09-10,110.15,-1.22
1972-09-17,108.81,-1.22
1972-09-24,108.52,-0.27
1972-10-01,110.55,1.87
1972-10-08,109.62,-0.84
1972-10-15,107.92,-1.55
1972-10-22,109.24,1.22
1972-10-29,110.62,1.26
1972-11-05,114.22,3.25
1972-11-12,113.73,-0.43
1972-11-19,115.49,1.55
1972-11-26,117.27,1.54
1972-12-03,117.38,0.09
1972-12-10,118.86,1.26
1972-12-17,118.26,-0.5
1972-12-24,115.83,-2.05
1972-12-31,118.05,1.92
1973-01-07,119.87,1.54
1973-01-14,119.3,-0.48
1973-01-21,118.78,-0.44
1973-01-28,116.45,-1.96
1973-02-04,114.35,-1.8
1973-02-11,114.68,0.29
1973-02-18,114.98,0.26
1973-02-25,113.16,-1.58
1973-03-04,112.28,-0.78
1973-03-11,113.79,1.34
1973-03-18,113.54,-0.22
1973-03-25,108.88,-4.1
1973-04-01,111.52,2.42
1973-04-08,109.28,-2.01
1973-04-15,112.08,2.56
1973-04-22,112.17,0.08
1973-04-29,107.23,-4.4
1973-05-06,111.0,3.52
1973-05-13,108.17,-2.55
1973-05-20,103.86,-3.98
1973-05-27,107.94,3.93
1973-06-03,103.93,-3.72
1973-06-10,107.03,2.98
1973-06-17,105.1,-1.8
1973-06-24,103.7,-1.33
1973-07-01,104.26,0.54
1973-07-08,101.28,-2.86
1973-07-15,104.09,2.77
1973-07-22,107.14,2.93
1973-07-29,109.59,2.29
1973-08-05,106.49,-2.83
1973-08-12,104.77,-1.62
1973-08-19,102.31,-2.35
1973-08-26,101.62,-0.67
1973-09-02,104.25,2.59
1973-09-09,104.76,0.49
1973-09-16,104.44,-0.31
1973-09-23,107.2,2.64
1973-09-30,108.43,1.15
1973-10-07,109.85,1.31
1973-10-14,111.44,1.45
1973-10-21,110.22,-1.09
1973-10-28,111.38,1.05
1973-11-04,107.07,-3.87
1973-11-11,105.3,-1.65
1973-11-18,103.88,-1.35
1973-11-25,99.44,-4.27
1973-12-02,95.96,-3.5
1973-12-09,96.51,0.57
1973-12-16,93.29,-3.34
1973-12-23,93.54,0.27
1973-12-30,97.54,4.28
1974-01-06,98.9,1.39
1974-01-13,93.66,-5.3
1974-01-20,95.56,2.03
1974-01-27,96.63,1.12
1974-02-03,95.32,-1.36
1974-02-10,92.33,-3.14
1974-02-17,92.27,-0.06
1974-02-24,95.39,3.38
1974-03-03,95.53,0.15
1974-03-10,97.78,2.36
1974-03-17,99.28,1.53
1974-03-24,97.27,-2.02
1974-03-31,93.98,-3.38
1974-04-07,93.01,-1.03
1974-04-14,92.12,-0.96
1974-04-21,93.75,1.77
1974-04-28,90.18,-3.81
1974-05-05,91.29,1.23
1974-05-12,91.47,0.2
1974-05-19,88.21,-3.56
1974-05-26,88.58,0.42
1974-06-02,87.28,-1.47
1974-06-09,92.55,6.04
1974-06-16,91.3,-1.35
1974-06-23,87.46,-4.21
1974-06-30,86.0,-1.67
1974-07-07,83.66,-2.72
1974-07-14,83.15,-0.61
1974-07-21,83.54,0.47
1974-07-28,82.4,-1.36
1974-08-04,78.59,-4.62
1974-08-11,80.86,2.89
1974-08-18,75.67,-6.42
1974-08-25,71.55,-5.44
1974-09-01,72.15,0.84
1974-09-08,71.42,-1.01
1974-09-15,65.2,-8.71
1974-09-22,70.14,7.58
1974-09-29,64.94,-7.41
1974-10-06,62.34,-4.0
1974-10-13,71.14,14.12
1974-10-20,72.28,1.6
1974-10-27,70.12,-2.99
1974-11-03,73.88,5.36
1974-11-10,74.91,1.39
1974-11-17,71.91,-4.0
1974-11-24,68.9,-4.19
1974-12-01,69.97,1.55
1974-12-08,65.01,-7.09
1974-12-15,67.07,3.17
1974-12-22,66.91,-0.24
1974-12-29,67.14,0.34
1975-01-05,70.71,5.32
1975-01-12,72.61,2.69
1975-01-19,70.96,-2.27
1975-01-26,72.98,2.85
1975-02-02,76.98,5.48
1975-02-09,78.63,2.14
1975-02-16,81.5,3.65
1975-02-23,82.62,1.37
1975-03-02,81.59,-1.25
1975-03-09,84.3,3.32
1975-03-16,84.76,0.55
1975-03-23,83.39,-1.62
1975-03-30,83.85,0.55
1975-04-06,80.88,-3.54
1975-04-13,84.18,4.08
1975-04-20,86.3,2.52
1975-04-27,86.62,0.37
1975-05-04,89.22,3.0
1975-05-11,90.53,1.47
1975-05-18,90.43,-0.11
1975-05-25,90.58,0.17
1975-06-01,91.15,0.63
1975-06-08,92.48,1.46
1975-06-15,90.52,-2.12
1975-06-22,92.61,2.31
1975-06-29,94.81,2.38
1975-07-06,94.36,-0.47
1975-07-13,94.66,0.32
1975-07-20,93.2,-1.54
1975-07-27,89.29,-4.2
1975-08-03,87.99,-1.46
1975-08-10,86.02,-2.24
1975-08-17,86.36,0.4
1975-08-24,84.28,-2.41
1975-08-31,86.88,3.08
1975-09-07,85.62,-1.45
1975-09-14,83.3,-2.71
1975-09-21,85.88,3.1
1975-09-28,86.19,0.36
1975-10-05,85.95,-0.28
1975-10-12,88.21,2.63
1975-10-19,88.86,0.74
1975-10-26,89.83,1.09
1975-11-02,89.04,-0.88
1975-11-09,89.33,0.33
1975-11-16,90.97,1.84
1975-11-23,89.53,-1.58
1975-11-30,91.24,1.91
1975-12-07,86.82,-4.84
1975-12-14,87.83,1.16
1975-12-21,88.8,1.1
1975-12-28,90.25,1.63
1976-01-04,90.9,0.72
1976-01-11,94.95,4.46
1976-01-18,97.0,2.16
1976-01-25,99.21,2.28
1976-02-01,100.86,1.66
1976-02-08,99.46,-1.39
1976-02-15,99.67,0.21
1976-02-22,102.1,2.44
1976-02-29,99.71,-2.34
1976-03-07,99.11,-0.6
1976-03-14,100.86,1.77
1976-03-21,100.58,-0.28
1976-03-28,102.85,2.26
1976-04-04,102.25,-0.58
1976-04-11,100.35,-1.86
1976-04-18,100.67,0.32
1976-04-25,102.29,1.61
1976-05-02,101.64,-0.64
1976-05-09,101.88,0.24
1976-05-16,101.34,-0.53
1976-05-23,101.26,-0.08
1976-05-30,100.18,-1.07
1976-06-06,99.15,-1.03
1976-06-13,100.92,1.79
1976-06-20,103.76,2.81
1976-06-27,103.72,-0.04
1976-07-04,104.11,0.38
1976-07-11,104.98,0.84
1976-07-18,104.68,-0.29
1976-07-25,104.06,-0.59
1976-08-01,103.44,-0.6
1976-08-08,103.79,0.34
1976-08-15,104.25,0.44
1976-08-22,102.37,-1.8
1976-08-29,101.48,-0.87
1976-09-05,104.3,2.78
1976-09-12,104.65,0.34
1976-09-19,106.27,1.55
1976-09-26,106.8,0.5
1976-10-03,104.17,-2.46
1976-10-10,102.56,-1.55
1976-10-17,100.88,-1.64
1976-10-24,99.96,-0.91
1976-10-31,102.9,2.94
1976-11-07,100.82,-2.02
1976-11-14,99.24,-1.57
1976-11-21,101.92,2.7
1976-11-28,103.15,1.21
1976-12-05,102.76,-0.38
1976-12-12,104.7,1.89
1976-12-19,104.26,-0.42
1976-12-26,104.84,0.56
1977-01-02,107.46,2.5
1977-01-09,105.01,-2.28
1977-01-16,104.01,-0.95
1977-01-23,103.32,-0.66
1977-01-30,101.93,-1.35
1977-02-06,101.88,-0.05
1977-02-13,100.22,-1.63
1977-02-20,100.49,0.27
1977-02-27,99.48,-1.01
1977-03-06,101.2,1.73
1977-03-13,100.65,-0.54
1977-03-20,101.86,1.2
1977-03-27,99.06,-2.75
1977-04-03,99.21,0.15
1977-04-10,98.35,-0.87
1977-04-17,101.04,2.74
1977-04-24,98.44,-2.57
1977-05-01,98.44,0.0
1977-05-08,99.49,1.07
1977-05-15,99.03,-0.46
1977-05-22,99.45,0.42
1977-05-29,96.27,-3.2
1977-06-05,97.69,1.48
1977-06-12,98.46,0.79
1977-06-19,99.97,1.53
1977-06-26,101.19,1.22
1977-07-03,100.1,-1.08
1977-07-10,99.79,-0.31
1977-07-17,100.18,0.39
1977-07-24,101.67,1.49
1977-07-31,98.85,-2.77
1977-08-07,98.76,-0.09
1977-08-14,97.88,-0.89
1977-08-21,97.51,-0.38
1977-08-28,96.06,-1.49
1977-09-04,97.45,1.45
1977-09-11,96.37,-1.11
1977-09-18,96.48,0.11
1977-09-25,95.04,-1.49
1977-10-02,96.53,1.57
1977-10-09,95.97,-0.58
1977-10-16,93.56,-2.51
1977-10-23,92.32,-1.33
1977-10-30,92.61,0.31
1977-11-06,91.58,-1.11
1977-11-13,95.98,4.8
1977-11-20,95.33,-0.68
1977-11-27,96.69,1.43
1977-12-04,94.67,-2.09
1977-12-11,93.65,-1.08
1977-12-18,93.4,-0.27
1977-12-25,94.69,1.38
1978-01-01,95.1,0.43
1978-01-08,91.62,-3.66
1978-01-15,89.69,-2.11
1978-01-22,89.89,0.22
1978-01-29,88.58,-1.46
1978-02-05,89.62,1.17
1978-02-12,90.08,0.51
1978-02-19,87.96,-2.35
1978-02-26,88.49,0.6
1978-03-05,87.45,-1.18
1978-03-12,88.88,1.64
1978-03-19,90.2,1.49
1978-03-26,89.36,-0.93
1978-04-02,89.21,-0.17
1978-04-09,90.17,1.08
1978-04-16,92.92,3.05
1978-04-23,94.34,1.53
1978-04-30,96.83,2.64
1978-05-07,96.53,-0.31
1978-05-14,98.07,1.6
1978-05-21,98.12,0.05
1978-05-28,96.58,-1.57
1978-06-04,98.14,1.62
1978-06-11,99.93,1.82
1978-06-18,97.42,-2.51
1978-06-25,95.85,-1.61
1978-07-02,95.53,-0.33
1978-07-09,94.89,-0.67
1978-07-16,97.58,2.83
1978-07-23,97.75,0.17
1978-07-30,100.0,2.3
1978-08-06,103.92,3.92
1978-08-13,103.96,0.04
1978-08-20,104.73,0.74
1978-08-27,104.9,0.16
1978-09-03,103.68,-1.16
1978-09-10,106.79,3.0
1978-09-17,104.12,-2.5
1978-09-24,101.84,-2.19
1978-10-01,102.54,0.69
1978-10-08,103.52,0.96
1978-10-15,104.66,1.1
1978-10-22,97.95,-6.41
1978-10-29,94.59,-3.43
1978-11-05,96.18,1.68
1978-11-12,94.77,-1.47
1978-11-19,94.42,-0.37
1978-11-26,95.79,1.45
1978-12-03,96.28,0.51
1978-12-10,96.63,0.36
1978-12-17,95.33,-1.35
1978-12-24,96.31,1.03
1978-12-31,96.11,-0.21
1979-01-07,99.13,3.14
1979-01-14,99.93,0.81
1979-01-21,99.75,-0.18
1979-01-28,101.86,2.12
1979-02-04,99.5,-2.32
1979-02-11,97.87,-1.64
1979-02-18,98.67,0.82
1979-02-25,97.78,-0.9
1979-03-04,96.97,-0.83
1979-03-11,99.54,2.65
1979-03-18,100.69,1.16
1979-03-25,101.6,0.9
1979-04-01,101.59,-0.01
1979-04-08,103.18,1.57
1979-04-15,102.0,-1.14
1979-04-22,101.23,-0.75
1979-04-29,101.8,0.56
1979-05-06,100.69,-1.09
1979-05-13,98.52,-2.16
1979-05-20,99.93,1.43
1979-05-27,100.22,0.29
1979-06-03,99.17,-1.05
1979-06-10,101.49,2.34
1979-06-17,102.09,0.59
1979-06-24,102.64,0.54
1979-07-01,102.91,0.26
1979-07-08,103.62,0.69
1979-07-15,102.32,-1.25
1979-07-22,101.82,-0.49
1979-07-29,103.1,1.26
1979-08-05,104.04,0.91
1979-08-12,106.4,2.27
1979-08-19,108.3,1.79
1979-08-26,108.6,0.28
1979-09-02,109.32,0.66
1979-09-09,107.66,-1.52
1979-09-16,108.76,1.02
1979-09-23,110.47,1.57
1979-09-30,109.32,-1.04
1979-10-07,111.27,1.78
1979-10-14,104.49,-6.09
1979-10-21,101.6,-2.77
1979-10-28,100.57,-1.01
1979-11-04,102.51,1.93
1979-11-11,101.51,-0.98
1979-11-18,103.79,2.25
1979-11-25,104.67,0.85
1979-12-02,106.16,1.42
1979-12-09,107.52,1.28
1979-12-16,108.92,1.3
1979-12-23,107.59,-1.22
1979-12-30,107.84,0.23
1980-01-06,106.52,-1.22
1980-01-13,109.92,3.19
1980-01-20,111.07,1.05
